repo,stars,created_at,age_years,merged_pull_requests,releases,pushed_at,updated_at,days_since_last_push,days_since_last_update,primary_language,total_issues,closed_issues,closed_issues_ratio
balena-io/etcher,34164,2015-10-27T16:53:23Z,10.8,1733,291,2026-06-02T09:25:23Z,2026-08-16T15:25:13Z,75.29,0.04,TypeScript,2501,1861,0.7441
ehang-io/nps,34162,2018-11-04T13:22:51Z,7.78,74,59,2024-05-30T03:51:08Z,2026-08-16T12:16:51Z,808.52,0.17,Go,1204,699,0.5806
backstage/backstage,34150,2020-01-24T22:39:49Z,6.56,21578,541,2026-08-14T17:31:48Z,2026-08-16T13:41:34Z,1.95,0.11,TypeScript,7728,7545,0.9763
zenorocha/clipboard.js,34125,2015-09-18T23:04:55Z,10.91,117,42,2026-02-12T18:51:57Z,2026-08-16T08:39:06Z,184.89,0.32,JavaScript,629,618,0.9825
testerSunshine/12306,34096,2017-05-17T12:23:40Z,9.25,31,1,2023-04-02T03:19:43Z,2026-08-16T07:29:14Z,1232.54,0.37,Python,690,466,0.6754
seaweedfs/seaweedfs,34083,2014-07-14T16:41:37Z,12.09,5261,315,2026-08-16T16:16:07Z,2026-08-16T16:16:43Z,0.0,0.0,Go,4012,3331,0.8303
xkcoding/spring-boot-demo,34078,2017-11-10T06:27:29Z,8.76,15,0,2024-07-24T02:02:52Z,2026-08-16T15:03:16Z,753.59,0.05,Java,175,74,0.4229
zxing/zxing,34068,2011-10-12T14:07:27Z,14.84,387,32,2026-07-28T13:28:47Z,2026-08-15T19:53:38Z,19.12,0.85,Java,1352,1352,1.0
lllyasviel/ControlNet,34068,2023-02-01T02:43:30Z,3.54,5,0,2024-02-25T09:49:39Z,2026-08-16T04:11:30Z,903.27,0.5,Python,576,138,0.2396
fish-shell/fish-shell,34022,2012-05-10T03:00:55Z,14.27,2212,67,2026-08-16T12:13:09Z,2026-08-16T15:39:07Z,0.17,0.03,Rust,8181,7666,0.937
chenfei-wu/TaskMatrix,34014,2023-03-02T09:04:28Z,3.46,21,0,2024-01-06T02:41:20Z,2026-08-16T02:28:36Z,953.57,0.58,Python,364,136,0.3736
aristocratos/btop,34009,2021-05-06T18:40:21Z,5.28,454,55,2026-08-08T19:49:45Z,2026-08-16T12:16:05Z,7.85,0.17,C++,982,525,0.5346
OpenBMB/ChatDev,34004,2023-08-28T02:18:13Z,2.97,161,12,2026-07-24T08:01:27Z,2026-08-16T14:54:35Z,23.34,0.06,Python,333,287,0.8619
qdrant/qdrant,34003,2020-05-30T21:37:01Z,6.21,6623,116,2026-08-16T08:24:04Z,2026-08-16T15:28:15Z,0.33,0.03,Rust,1956,1468,0.7505
MonitorControl/MonitorControl,33981,2017-09-16T21:13:40Z,8.91,223,26,2026-08-11T12:43:28Z,2026-08-16T14:07:51Z,5.15,0.09,Swift,1026,1014,0.9883
atlassian/react-beautiful-dnd,33952,2017-08-09T03:37:15Z,9.02,531,68,2025-08-18T04:35:31Z,2026-08-15T08:59:09Z,363.49,1.3,JavaScript,1618,1047,0.6471
lightpanda-io/browser,33931,2023-02-07T15:19:34Z,3.52,2457,20,2026-08-16T13:10:01Z,2026-08-16T15:27:15Z,0.13,0.03,Zig,500,426,0.852
pcottle/learnGitBranching,33885,2012-08-13T22:36:09Z,14.0,692,0,2026-08-11T14:26:49Z,2026-08-16T15:36:10Z,5.08,0.03,JavaScript,547,491,0.8976
NginxProxyManager/nginx-proxy-manager,33878,2017-12-20T23:01:16Z,8.65,740,88,2026-08-12T03:02:03Z,2026-08-16T11:56:23Z,4.55,0.18,TypeScript,3318,2566,0.7734
carbon-language/carbon-lang,33857,2020-04-27T21:45:16Z,6.3,5659,762,2026-08-16T02:38:17Z,2026-08-16T02:20:49Z,0.57,0.58,C++,868,659,0.7592
lib-pku/libpku,33841,2018-11-22T13:33:06Z,7.73,22,0,2022-01-05T04:09:27Z,2026-08-16T12:35:46Z,1684.51,0.15,TeX,43,32,0.7442
TabbyML/tabby,33826,2023-03-16T09:18:01Z,3.42,3002,249,2026-06-30T20:38:02Z,2026-08-16T07:21:56Z,46.82,0.37,Rust,1013,756,0.7463
explosion/spaCy,33824,2014-07-03T15:15:40Z,12.12,3603,137,2026-08-07T11:44:36Z,2026-08-16T15:25:12Z,9.19,0.04,Python,5770,5594,0.9695
halfrost/LeetCode-Go,33796,2017-07-18T00:06:14Z,9.08,182,5,2026-08-05T15:34:29Z,2026-08-16T07:38:33Z,11.03,0.36,Go,82,82,1.0
agentscope-ai/QwenPaw,33780,2026-02-24T03:42:56Z,0.47,2175,107,2026-08-14T09:08:48Z,2026-08-16T15:20:31Z,2.3,0.04,Python,3521,2845,0.808
SerenityOS/serenity,33757,2018-12-02T19:28:41Z,7.7,20143,0,2026-08-16T14:57:03Z,2026-08-16T14:57:53Z,0.06,0.06,C++,4315,3589,0.8317
k3s-io/k3s,33740,2018-05-31T01:37:46Z,8.21,4823,1023,2026-08-15T18:11:46Z,2026-08-16T15:01:50Z,0.92,0.05,Go,7670,7617,0.9931
Pythagora-io/gpt-pilot,33696,2023-08-16T11:56:07Z,3.0,397,0,2026-06-18T18:38:25Z,2026-08-16T08:19:08Z,58.9,0.33,Python,559,316,0.5653
mli/paper-reading,33692,2021-10-22T06:34:51Z,4.82,15,0,2025-03-22T03:49:35Z,2026-08-16T14:55:09Z,512.52,0.06,N/A,0,0,0.0
alibaba/easyexcel,33673,2018-02-06T03:14:08Z,8.52,190,14,2024-10-29T06:07:07Z,2026-08-16T05:26:31Z,656.42,0.45,Java,3617,3128,0.8648
anoma/anoma,33669,2021-02-02T10:00:16Z,5.53,898,14,2026-06-15T14:56:43Z,2026-08-16T15:51:43Z,62.06,0.02,Elixir,720,630,0.875
K-Dense-AI/scientific-agent-skills,33646,2025-10-19T20:54:15Z,0.82,76,100,2026-08-16T03:12:09Z,2026-08-16T16:14:33Z,0.55,0.0,Python,77,75,0.974
Blankj/AndroidUtilCode,33637,2016-07-30T18:18:32Z,10.04,88,117,2024-08-15T10:38:10Z,2026-08-15T14:03:52Z,731.24,1.09,Java,1597,1285,0.8046
valinet/ExplorerPatcher,33633,2021-08-09T14:17:24Z,5.02,24,300,2026-07-06T12:44:31Z,2026-08-16T15:21:18Z,41.15,0.04,C,2801,2450,0.8747
bayandin/awesome-awesomeness,33610,2014-07-08T05:44:19Z,12.11,197,0,2024-06-02T22:46:41Z,2026-08-16T05:56:40Z,804.73,0.43,Ruby,71,52,0.7324
anthropics/claude-plugins-official,33577,2025-11-20T18:36:20Z,0.73,3134,0,2026-08-16T12:46:00Z,2026-08-16T15:12:20Z,0.15,0.05,Python,1069,173,0.1618
shadowsocks/shadowsocks,33563,2012-04-20T13:10:49Z,14.32,70,2,2024-04-01T09:07:32Z,2026-08-16T16:13:01Z,867.3,0.0,Python,0,0,0.0
apache/kafka,33547,2011-08-15T18:06:16Z,15.0,13842,0,2026-08-15T12:38:51Z,2026-08-16T08:08:24Z,1.15,0.34,Java,0,0,0.0
binwiederhier/ntfy,33537,2021-10-23T19:25:32Z,4.81,421,108,2026-08-11T21:43:48Z,2026-08-16T14:10:10Z,4.77,0.09,Go,1273,950,0.7463
tinygrad/tinygrad,33453,2020-10-18T16:23:12Z,5.82,12309,15,2026-08-16T15:05:01Z,2026-08-16T09:46:04Z,0.05,0.27,Python,1182,1069,0.9044
XX-net/XX-Net,33451,2015-01-15T09:35:51Z,11.58,364,390,2026-06-21T23:53:56Z,2026-08-15T23:11:39Z,55.68,0.71,Python,13367,5445,0.4073
microsoft/WSL,33418,2016-04-06T17:32:56Z,10.36,1414,107,2026-08-16T08:03:55Z,2026-08-16T13:57:24Z,0.34,0.1,C++,12432,11515,0.9262
AFNetworking/AFNetworking,33397,2011-05-31T21:28:44Z,15.21,710,40,2023-01-17T19:30:05Z,2026-08-16T15:26:34Z,1306.87,0.04,Objective-C,0,0,0.0
nicolargo/glances,33363,2011-12-04T08:49:15Z,14.7,829,61,2026-08-15T14:45:51Z,2026-08-16T15:25:45Z,1.06,0.04,Python,2218,2123,0.9572
lutzroeder/netron,33360,2010-12-26T12:53:43Z,15.64,1,9,2026-08-15T22:24:33Z,2026-08-16T15:15:41Z,0.74,0.04,JavaScript,1272,1257,0.9882
mckaywrigley/chatbot-ui,33337,2023-03-11T14:53:14Z,3.43,281,0,2024-08-03T00:38:07Z,2026-08-15T20:21:10Z,743.65,0.83,TypeScript,1012,819,0.8093
remix-run/remix,33313,2020-10-26T19:57:28Z,5.8,4022,633,2026-08-14T21:01:05Z,2026-08-16T11:54:12Z,1.8,0.18,TypeScript,2774,2747,0.9903
google/comprehensive-rust,33307,2022-12-21T15:17:24Z,3.65,2512,0,2026-08-05T08:02:33Z,2026-08-16T07:55:27Z,11.34,0.35,Rust,373,256,0.6863
alibaba/nacos,33272,2018-06-15T06:49:27Z,8.17,3872,98,2026-08-14T08:09:31Z,2026-08-16T09:34:43Z,2.34,0.28,Java,9779,9605,0.9822
MetaCubeX/mihomo,33269,2021-05-20T11:06:33Z,5.24,322,62,2026-08-16T10:10:41Z,2026-08-16T16:05:16Z,0.25,0.01,Python,1977,1529,0.7734
zeromicro/go-zero,33259,2020-08-07T15:37:57Z,6.02,2511,154,2026-08-15T09:10:35Z,2026-08-16T02:34:40Z,1.3,0.57,Go,1995,1884,0.9444
motiondivision/motion,33256,2018-11-16T09:48:38Z,7.75,1283,0,2026-08-10T13:25:30Z,2026-08-16T15:09:32Z,6.12,0.05,TypeScript,1943,1838,0.946
certbot/certbot,33203,2014-11-12T02:52:20Z,11.76,4130,72,2026-08-12T23:58:22Z,2026-08-16T02:02:41Z,3.68,0.59,Python,5572,5448,0.9777
bilibili/ijkplayer,33195,2013-06-03T04:12:04Z,13.2,35,0,2024-08-13T00:53:33Z,2026-08-16T00:30:24Z,733.64,0.66,C,5381,2545,0.473
waydabber/BetterDisplay,33191,2021-10-24T08:32:56Z,4.81,2,132,2026-08-11T17:42:33Z,2026-08-16T16:08:25Z,4.94,0.01,N/A,3284,3067,0.9339
langfuse/langfuse,33188,2023-05-18T17:47:09Z,3.24,7505,653,2026-08-16T15:16:28Z,2026-08-16T16:11:16Z,0.04,0.0,TypeScript,2851,2551,0.8948
dgtlmoon/changedetection.io,33187,2021-01-27T16:03:30Z,5.55,1171,216,2026-08-16T16:07:34Z,2026-08-16T16:08:04Z,0.01,0.01,Python,1739,1426,0.82
qier222/YesPlayMusic,33153,2020-10-09T10:04:21Z,5.85,297,32,2026-06-14T12:57:40Z,2026-08-16T14:40:58Z,63.14,0.07,Vue,1849,1203,0.6506
linshenkx/prompt-optimizer,33146,2025-02-12T06:06:49Z,1.51,60,47,2026-08-13T14:23:12Z,2026-08-16T14:37:28Z,3.08,0.07,TypeScript,224,217,0.9688
vbenjs/vue-vben-admin,33139,2020-07-11T02:29:21Z,6.1,1917,63,2026-08-15T06:06:15Z,2026-08-16T11:02:39Z,1.42,0.22,Vue,4133,4059,0.9821
cursor/cursor,33118,2023-03-12T00:19:42Z,3.43,49,0,2026-05-12T15:25:06Z,2026-08-16T15:24:15Z,96.04,0.04,N/A,0,0,0.0
pear-devs/pear-desktop,33083,2019-04-19T18:14:40Z,7.32,1659,88,2026-08-14T11:50:34Z,2026-08-16T16:13:50Z,2.19,0.0,TypeScript,2074,1534,0.7396
immutable-js/immutable-js,33039,2014-07-02T06:02:29Z,12.12,679,99,2026-08-16T07:14:53Z,2026-08-16T15:17:35Z,0.38,0.04,TypeScript,1275,1176,0.9224
binarywang/WxJava,33021,2016-01-06T08:24:05Z,10.61,1271,31,2026-08-14T01:42:20Z,2026-08-16T03:10:44Z,2.61,0.55,Java,2529,2519,0.996
adobe/brackets,33012,2011-12-07T21:14:40Z,14.69,4332,69,2022-06-12T08:19:24Z,2026-08-14T08:00:58Z,1526.33,2.34,JavaScript,9678,7063,0.7298
ibraheemdev/modern-unix,33010,2021-01-12T00:50:14Z,5.59,15,0,2024-09-10T19:48:56Z,2026-08-15T15:59:20Z,704.85,1.01,N/A,85,30,0.3529
Leey21/awesome-ai-research-writing,33002,2026-01-30T07:59:30Z,0.54,0,0,2026-05-18T12:38:36Z,2026-08-16T15:59:57Z,90.15,0.01,N/A,26,21,0.8077
datawhalechina/happy-llm,32991,2024-05-28T03:22:50Z,2.22,30,3,2026-08-08T17:18:48Z,2026-08-16T15:55:08Z,7.96,0.02,Jupyter Notebook,134,81,0.6045
gulpjs/gulp,32952,2013-07-04T05:26:06Z,13.12,412,24,2026-02-09T06:30:13Z,2026-08-14T20:51:31Z,188.41,1.81,JavaScript,1936,1906,0.9845
tokio-rs/tokio,32930,2016-09-09T22:31:36Z,9.93,4008,155,2026-08-11T07:51:50Z,2026-08-16T14:06:22Z,5.35,0.09,Rust,2680,2368,0.8836
0xAX/linux-insides,32919,2015-01-03T18:44:57Z,11.61,649,0,2026-08-06T18:18:36Z,2026-08-16T15:17:35Z,9.92,0.04,Python,194,177,0.9124
OWASP/CheatSheetSeries,32900,2018-12-21T14:26:43Z,7.65,1361,0,2026-08-14T01:12:07Z,2026-08-16T10:59:47Z,2.63,0.22,Python,705,662,0.939
