repo,stars,created_at,age_years,merged_pull_requests,releases,pushed_at,updated_at,days_since_last_push,days_since_last_update,primary_language,total_issues,closed_issues,closed_issues_ratio
ryanoasis/nerd-fonts,64267,2014-12-05T04:31:17Z,11.7,610,39,2026-08-10T11:01:16Z,2026-08-16T14:37:01Z,6.22,0.07,CSS,1157,1141,0.9862
warpdotdev/warp,64253,2021-07-08T18:48:08Z,5.1,2133,56,2026-08-16T15:56:54Z,2026-08-16T15:54:45Z,0.01,0.02,Rust,10794,6978,0.6465
keras-team/keras,64232,2015-03-28T00:35:42Z,11.39,5203,93,2026-08-14T17:42:21Z,2026-08-16T12:48:41Z,1.94,0.14,Python,12869,12733,0.9894
santifer/career-ops,64047,2026-04-04T18:21:18Z,0.36,1014,33,2026-08-16T02:23:52Z,2026-08-16T16:13:14Z,0.58,0.0,JavaScript,997,816,0.8185
rust-lang/rustlings,63878,2015-09-15T02:25:18Z,10.92,952,46,2026-08-11T11:46:06Z,2026-08-16T16:01:05Z,5.19,0.01,Rust,770,746,0.9688
scrapy/scrapy,63874,2010-02-22T02:01:14Z,16.48,2784,52,2026-08-16T09:44:48Z,2026-08-16T15:08:23Z,0.27,0.05,Python,3300,3012,0.9127
tw93/Mole,63710,2025-09-23T06:38:40Z,0.9,335,61,2026-08-16T12:21:25Z,2026-08-16T16:14:16Z,0.16,0.0,Shell,895,894,0.9989
commaai/openpilot,63426,2016-11-24T01:33:30Z,9.72,13282,63,2026-08-16T09:10:35Z,2026-08-16T14:17:05Z,0.3,0.08,Python,3300,3220,0.9758
tldr-pages/tldr,63411,2013-12-08T07:34:43Z,12.69,19488,6,2026-08-16T15:08:52Z,2026-08-16T13:39:51Z,0.05,0.11,Markdown,1788,1558,0.8714
mem0ai/mem0,63373,2023-06-20T08:58:36Z,3.16,2512,381,2026-08-15T10:43:29Z,2026-08-16T16:08:45Z,1.23,0.01,Python,2092,1842,0.8805
FFmpeg/FFmpeg,63350,2011-04-14T14:12:38Z,15.34,0,0,2026-08-15T21:52:28Z,2026-08-16T15:38:52Z,0.77,0.03,C,0,0,0.0
socketio/socket.io,63195,2010-03-11T18:24:48Z,16.43,450,98,2026-07-24T14:44:59Z,2026-08-16T15:37:53Z,23.06,0.03,TypeScript,3664,3500,0.9552
ZhuLinsen/daily_stock_analysis,63027,2026-01-10T06:43:20Z,0.6,670,34,2026-08-15T13:59:25Z,2026-08-16T16:12:39Z,1.1,0.0,Python,814,777,0.9545
asgeirtj/system_prompts_leaks,62995,2025-05-03T02:43:56Z,1.29,32,0,2026-08-15T03:58:20Z,2026-08-16T16:02:39Z,1.51,0.01,JavaScript,59,38,0.6441
virattt/ai-hedge-fund,62887,2024-11-29T16:30:01Z,1.71,53,11,2026-08-07T17:21:58Z,2026-08-16T16:14:43Z,8.96,0.0,Python,279,227,0.8136
resume/resume.github.com,62886,2011-02-06T13:39:55Z,15.52,84,0,2023-02-15T06:38:51Z,2026-08-16T10:56:42Z,1278.4,0.22,JavaScript,131,67,0.5115
jgraph/drawio-desktop,62642,2017-05-25T20:58:42Z,9.22,42,187,2026-08-14T09:09:47Z,2026-08-16T15:46:45Z,2.3,0.02,JavaScript,1804,1797,0.9961
git/git,62596,2008-07-23T14:21:26Z,18.06,4,0,2026-08-15T00:02:59Z,2026-08-16T15:33:05Z,1.68,0.03,C,0,0,0.0
NanmiCoder/MediaCrawler,62537,2023-06-09T12:14:34Z,3.19,142,0,2026-08-14T08:19:00Z,2026-08-16T15:56:42Z,2.33,0.01,Python,626,466,0.7444
pathwaycom/pathway,62454,2022-11-27T13:01:14Z,3.72,30,89,2026-08-16T05:33:51Z,2026-08-16T15:25:37Z,0.45,0.04,Python,171,142,0.8304
usememos/memos,62281,2021-12-08T15:30:18Z,4.69,2073,96,2026-08-16T14:23:34Z,2026-08-16T15:55:34Z,0.08,0.02,Go,3038,3014,0.9921
topjohnwu/Magisk,62255,2016-09-08T12:42:53Z,9.94,1720,156,2026-08-13T00:11:18Z,2026-08-16T16:07:00Z,3.67,0.01,Kotlin,6610,6559,0.9923
youngyangyang04/leetcode-master,62184,2019-12-14T12:05:42Z,6.67,2311,0,2026-08-03T02:57:08Z,2026-08-16T14:42:08Z,13.56,0.07,Shell,281,68,0.242
karpathy/nanoGPT,62145,2022-12-28T00:51:12Z,3.63,45,0,2025-11-12T19:52:34Z,2026-08-16T15:49:31Z,276.85,0.02,Python,363,115,0.3168
withastro/astro,61811,2021-03-15T17:19:47Z,5.42,9208,3178,2026-08-16T12:14:40Z,2026-08-16T15:33:07Z,0.17,0.03,TypeScript,6536,6512,0.9963
PlexPt/awesome-chatgpt-prompts-zh,61610,2022-12-12T01:55:03Z,3.68,33,0,2026-04-28T10:52:14Z,2026-08-16T16:14:05Z,110.23,0.0,N/A,101,62,0.6139
reduxjs/redux,61512,2015-05-29T23:53:15Z,11.21,1767,78,2026-08-02T00:52:12Z,2026-08-16T09:50:12Z,14.64,0.27,TypeScript,2076,2036,0.9807
FuelLabs/sway,61504,2021-01-19T20:54:33Z,5.57,3715,189,2026-08-14T14:48:39Z,2026-08-16T14:58:13Z,2.06,0.05,Rust,3316,2437,0.7349
sansan0/TrendRadar,61503,2025-04-28T11:42:16Z,1.3,2,0,2026-07-17T13:54:28Z,2026-08-16T15:42:59Z,30.1,0.02,Python,496,460,0.9274
minio/minio,61393,2015-01-14T19:23:58Z,11.58,9882,521,2026-04-24T17:54:39Z,2026-08-16T11:49:28Z,113.93,0.19,Go,7885,7841,0.9944
lodash/lodash,61266,2012-04-07T04:11:46Z,14.36,644,4,2026-07-03T19:48:01Z,2026-08-16T15:26:50Z,43.85,0.04,JavaScript,4362,4308,0.9876
2dust/v2rayNG,61161,2019-05-15T02:15:31Z,7.26,663,308,2026-08-16T11:44:24Z,2026-08-16T16:10:44Z,0.19,0.0,Kotlin,4067,4053,0.9966
RVC-Boss/GPT-SoVITS,60940,2024-01-14T18:05:21Z,2.58,366,4,2026-07-22T08:21:07Z,2026-08-16T15:51:09Z,25.33,0.02,Python,2045,1254,0.6132
Solido/awesome-flutter,60928,2017-05-07T11:45:27Z,9.28,452,0,2026-04-21T19:06:09Z,2026-08-16T15:02:25Z,116.88,0.05,Dart,0,0,0.0
h5bp/Front-end-Developer-Interview-Questions,60879,2012-02-09T23:34:10Z,14.51,485,0,2026-06-16T23:06:47Z,2026-08-16T12:45:56Z,60.72,0.15,Nunjucks,185,143,0.773
xingshaocheng/architect-awesome,60839,2018-04-06T13:30:58Z,8.36,49,0,2024-04-11T11:32:12Z,2026-08-16T04:21:03Z,857.2,0.5,N/A,71,23,0.3239
upstash/context7,60837,2025-03-26T23:40:39Z,1.39,477,104,2026-08-16T14:10:00Z,2026-08-16T15:46:16Z,0.09,0.02,TypeScript,2241,2218,0.9897
1c7/chinese-independent-developer,60808,2017-09-21T11:08:23Z,8.9,739,0,2026-08-15T19:48:28Z,2026-08-16T15:11:19Z,0.85,0.05,Python,360,359,0.9972
atom/atom,60785,2012-01-20T18:18:21Z,14.57,3937,538,2023-01-03T10:49:48Z,2026-08-16T15:25:24Z,1321.23,0.04,JavaScript,17111,16149,0.9438
nuxt/nuxt,60758,2016-10-26T11:18:47Z,9.8,8296,291,2026-08-16T15:36:50Z,2026-08-16T15:37:43Z,0.03,0.03,TypeScript,17479,17111,0.9789
tw93/Pake,60743,2022-10-14T09:32:57Z,3.84,162,51,2026-08-15T14:51:04Z,2026-08-16T14:45:04Z,1.06,0.06,Rust,568,568,1.0
pocketbase/pocketbase,60693,2022-07-05T06:06:21Z,4.11,55,284,2026-08-14T04:24:50Z,2026-08-16T16:05:29Z,2.49,0.01,Go,2037,2018,0.9907
ChrisTitusTech/winutil,60673,2022-04-28T02:25:19Z,4.3,1454,45,2026-08-16T15:35:30Z,2026-08-16T16:06:13Z,0.03,0.01,PowerShell,2371,2343,0.9882
ultralytics/ultralytics,60659,2022-09-11T16:39:45Z,3.93,5422,448,2026-08-16T15:39:30Z,2026-08-16T13:51:13Z,0.03,0.1,Python,12890,12841,0.9962
coollabsio/coolify,60648,2021-01-25T20:54:01Z,5.55,2737,687,2026-08-16T11:59:45Z,2026-08-16T16:08:18Z,0.18,0.01,PHP,3937,3316,0.8423
microsoft/autogen,60453,2023-08-18T11:43:45Z,3.0,2537,98,2026-04-15T11:59:09Z,2026-08-16T16:01:08Z,123.18,0.01,Python,3077,2519,0.8187
pi-hole/pi-hole,60397,2014-06-08T15:02:55Z,12.19,2237,126,2026-08-04T11:14:35Z,2026-08-16T14:44:52Z,12.21,0.06,Shell,3147,3125,0.993
adam-p/markdown-here,60249,2012-05-13T03:27:22Z,14.26,27,17,2025-08-22T00:21:50Z,2026-08-16T15:25:32Z,359.66,0.04,JavaScript,635,334,0.526
sharkdp/bat,60192,2018-04-21T10:52:23Z,8.32,1665,43,2026-08-11T14:39:20Z,2026-08-16T09:45:59Z,5.07,0.27,Rust,1629,1303,0.7999
spring-projects/spring-framework,60190,2010-12-08T04:04:45Z,15.69,939,363,2026-08-13T17:02:05Z,2026-08-16T15:17:20Z,2.97,0.04,Java,28337,27956,0.9866
marktext/marktext,60125,2017-11-12T16:05:25Z,8.76,1371,47,2026-07-27T03:16:54Z,2026-08-16T16:05:07Z,20.54,0.01,TypeScript,3432,2827,0.8237
CorentinJ/Real-Time-Voice-Cloning,60089,2019-05-26T08:56:15Z,7.23,51,0,2026-03-09T10:31:58Z,2026-08-16T15:39:17Z,160.24,0.03,Python,1122,953,0.8494
jquery/jquery,59781,2009-04-03T15:20:14Z,17.37,902,13,2026-08-12T10:08:27Z,2026-08-16T10:13:13Z,4.26,0.25,JavaScript,2393,2320,0.9695
ghostty-org/ghostty,59722,2022-03-29T17:38:26Z,4.38,4448,1,2026-08-16T14:21:09Z,2026-08-16T15:42:41Z,0.08,0.02,Zig,2255,2108,0.9348
pbakaus/impeccable,59602,2025-11-16T01:52:04Z,0.75,267,45,2026-08-16T15:18:51Z,2026-08-16T16:14:29Z,0.04,0.0,JavaScript,227,188,0.8282
shadowsocks/shadowsocks-windows,59582,2013-01-14T07:54:16Z,13.59,290,55,2025-01-01T08:09:55Z,2026-08-16T15:42:36Z,592.34,0.02,C#,2917,2729,0.9356
meta-llama/llama,59556,2023-02-14T09:29:12Z,3.5,54,0,2025-01-26T21:42:26Z,2026-08-16T12:56:59Z,566.77,0.14,Python,1126,654,0.5808
FiloSottile/mkcert,59457,2018-06-25T05:33:03Z,8.14,53,14,2024-08-13T13:37:46Z,2026-08-16T08:27:27Z,733.11,0.33,Go,359,242,0.6741
starship/starship,59426,2019-04-02T03:23:12Z,7.37,3204,141,2026-08-16T04:56:08Z,2026-08-16T15:41:39Z,0.47,0.02,Rust,2707,1909,0.7052
termux/termux-app,59304,2015-10-23T09:42:46Z,10.81,178,95,2026-07-14T20:47:14Z,2026-08-16T16:10:05Z,32.81,0.0,Java,3150,2653,0.8422
rclone/rclone,59182,2014-03-16T16:19:57Z,12.42,2486,131,2026-08-14T18:18:36Z,2026-08-16T16:10:30Z,1.92,0.0,Go,6172,5197,0.842
pathwaycom/llm-app,59033,2023-07-19T08:43:37Z,3.08,50,0,2026-07-05T17:59:07Z,2026-08-16T15:25:36Z,41.93,0.04,Jupyter Notebook,20,15,0.75
meilisearch/meilisearch,58981,2018-04-23T11:45:28Z,8.31,2532,330,2026-08-14T09:38:01Z,2026-08-16T15:39:01Z,2.28,0.03,Rust,2470,2230,0.9028
byoungd/up,58886,2017-05-30T07:18:52Z,9.21,31,0,2026-06-30T16:02:22Z,2026-08-16T16:08:06Z,47.01,0.01,JavaScript,132,100,0.7576
rust-unofficial/awesome-rust,58851,2014-07-17T10:45:10Z,12.08,1913,0,2026-08-16T13:12:26Z,2026-08-16T15:44:10Z,0.13,0.02,Rust,150,143,0.9533
penpot/penpot,58690,2015-12-29T22:09:07Z,10.63,6897,84,2026-08-14T18:16:22Z,2026-08-16T16:15:40Z,1.92,0.0,Clojure,3119,2436,0.781
rails/rails,58684,2008-04-11T02:19:47Z,18.35,26837,168,2026-08-16T07:06:28Z,2026-08-16T15:18:45Z,0.38,0.04,Ruby,18650,18165,0.974
pmndrs/zustand,58573,2019-04-09T09:10:06Z,7.35,926,105,2026-08-13T00:34:02Z,2026-08-16T13:59:33Z,3.66,0.1,TypeScript,698,696,0.9971
angular/angular.js,58540,2010-01-06T00:34:37Z,16.61,790,0,2024-04-12T17:43:16Z,2026-08-16T15:25:44Z,855.94,0.04,JavaScript,9033,8644,0.9569
tiimgreen/github-cheat-sheet,58538,2014-04-12T16:38:42Z,12.34,129,0,2024-04-15T20:15:56Z,2026-08-16T16:14:32Z,852.83,0.0,N/A,77,49,0.6364
MemPalace/mempalace,58407,2026-04-05T01:12:07Z,0.36,607,15,2026-08-16T15:52:09Z,2026-08-16T15:01:58Z,0.02,0.05,Python,779,461,0.5918
mvanhorn/last30days-skill,58368,2026-01-23T20:37:37Z,0.56,464,40,2026-08-14T17:24:34Z,2026-08-16T16:02:42Z,1.95,0.01,Python,241,158,0.6556
FoundationAgents/OpenManus,57983,2025-03-06T14:08:14Z,1.45,116,3,2026-08-16T10:36:18Z,2026-08-16T15:02:36Z,0.24,0.05,Python,754,469,0.622
ultralytics/yolov5,57878,2020-05-18T03:45:11Z,6.25,2320,10,2026-08-16T10:37:11Z,2026-08-16T15:30:22Z,0.24,0.03,Python,9443,9413,0.9968
h5bp/html5-boilerplate,57594,2010-01-24T18:03:24Z,16.56,846,34,2026-08-10T23:11:22Z,2026-08-16T10:13:33Z,5.71,0.25,JavaScript,1366,1359,0.9949
scutan90/DeepLearning-500-questions,57531,2018-06-27T06:36:45Z,8.14,302,0,2024-06-26T12:10:14Z,2026-08-16T14:53:25Z,781.17,0.06,JavaScript,192,81,0.4219
deepfakes/faceswap,57462,2017-12-19T09:44:13Z,8.66,370,5,2026-08-05T11:39:37Z,2026-08-16T14:55:16Z,11.19,0.06,Python,909,899,0.989
zylon-ai/private-gpt,57447,2023-05-02T09:15:31Z,3.29,306,14,2026-08-14T16:14:55Z,2026-08-16T14:09:34Z,2.0,0.09,Python,1242,1241,0.9992
go-gitea/gitea,57409,2016-11-01T02:13:26Z,9.79,19705,235,2026-08-16T14:35:31Z,2026-08-16T15:17:19Z,0.07,0.04,Go,15951,13599,0.8525
karpathy/nanochat,57240,2025-10-13T13:46:35Z,0.84,84,0,2026-08-02T21:05:23Z,2026-08-16T15:51:16Z,13.8,0.02,Python,139,117,0.8417
wasabeef/awesome-android-ui,57214,2014-12-24T01:45:03Z,11.64,91,0,2026-06-05T05:39:52Z,2026-08-16T15:38:46Z,72.44,0.03,N/A,117,95,0.812
crewAIInc/crewAI,57161,2023-10-27T03:26:59Z,2.8,2112,230,2026-08-16T10:40:05Z,2026-08-16T16:13:23Z,0.23,0.0,Python,2123,2014,0.9487
Textualize/rich,57074,2019-11-10T15:28:09Z,6.77,869,177,2026-06-23T03:10:19Z,2026-08-16T11:32:24Z,54.55,0.2,Python,1525,1289,0.8452
appwrite/appwrite,57022,2019-04-08T16:36:25Z,7.35,5225,132,2026-08-16T15:42:42Z,2026-08-16T15:08:36Z,0.02,0.05,TypeScript,4465,3950,0.8847
FuelLabs/fuel-core,56906,2020-08-27T21:12:14Z,5.97,1657,130,2026-08-16T00:14:10Z,2026-08-16T14:58:10Z,0.67,0.05,Rust,1161,999,0.8605
soimort/you-get,56872,2012-08-20T15:53:36Z,13.99,582,123,2026-07-25T08:02:33Z,2026-08-16T14:09:40Z,22.34,0.09,Python,0,0,0.0
ageitgey/face_recognition,56656,2017-03-03T21:52:39Z,9.45,95,2,2026-06-25T11:12:50Z,2026-08-16T14:50:52Z,52.21,0.06,Python,1379,604,0.438
remix-run/react-router,56551,2014-05-16T22:22:51Z,12.25,3636,343,2026-08-07T20:04:31Z,2026-08-16T10:06:40Z,8.84,0.26,TypeScript,8390,8290,0.9881
remotion-dev/remotion,56473,2020-06-23T19:49:10Z,6.14,6029,671,2026-08-16T11:11:45Z,2026-08-16T16:00:14Z,0.21,0.01,TypeScript,3673,3482,0.948
BerriAI/litellm,56461,2023-07-27T00:09:52Z,3.06,14305,1441,2026-08-16T03:56:07Z,2026-08-16T16:07:56Z,0.51,0.01,Python,12105,10455,0.8637
golang-standards/project-layout,56457,2017-09-09T16:33:26Z,8.93,98,0,2026-04-28T17:18:05Z,2026-08-16T16:14:09Z,109.96,0.0,Makefile,116,44,0.3793
Zie619/n8n-workflows,56065,2025-05-14T08:43:59Z,1.26,34,1,2026-06-24T14:16:03Z,2026-08-16T15:26:52Z,53.08,0.03,Python,105,80,0.7619
makeplane/plane,56009,2022-11-19T12:55:01Z,3.74,6446,62,2026-08-13T11:39:46Z,2026-08-16T15:56:08Z,3.19,0.01,TypeScript,1903,1116,0.5864
laurent22/joplin,55970,2017-01-16T21:49:41Z,9.58,5961,416,2026-08-16T06:48:09Z,2026-08-16T15:49:08Z,0.4,0.02,TypeScript,8230,7604,0.9239
gatsbyjs/gatsby,55942,2015-05-21T22:43:05Z,11.24,18303,158,2026-08-15T00:01:50Z,2026-08-16T12:46:53Z,1.68,0.15,JavaScript,14127,13910,0.9846
jellyfin/jellyfin,55837,2018-12-09T06:36:45Z,7.69,5619,112,2026-08-16T14:51:35Z,2026-08-16T15:55:18Z,0.06,0.02,C#,8680,8306,0.9569
azl397985856/leetcode,55763,2018-03-30T09:13:51Z,8.38,257,40,2025-07-16T09:42:17Z,2026-08-16T01:45:32Z,396.27,0.61,JavaScript,257,248,0.965
Raphire/Win11Debloat,55570,2020-10-27T22:26:59Z,5.8,129,37,2026-08-16T15:52:58Z,2026-08-16T16:16:04Z,0.02,0.0,PowerShell,388,356,0.9175
firstcontributions/first-contributions,55500,2016-09-20T14:35:09Z,9.9,103129,0,2026-08-16T15:59:21Z,2026-08-16T16:06:11Z,0.01,0.01,N/A,1501,1483,0.988
typst/typst,55479,2019-09-24T21:41:56Z,6.89,2491,30,2026-08-14T13:10:34Z,2026-08-16T16:05:32Z,2.13,0.01,Rust,4487,3279,0.7308
FlowiseAI/Flowise,55379,2023-03-31T12:23:09Z,3.38,1820,85,2026-08-13T12:38:19Z,2026-08-16T13:49:25Z,3.15,0.1,TypeScript,2674,1973,0.7378
AntonOsika/gpt-engineer,55139,2023-04-29T12:52:15Z,3.3,351,21,2025-05-14T10:15:10Z,2026-08-16T09:24:13Z,459.25,0.29,Python,503,471,0.9364
twentyhq/twenty,54991,2022-12-01T13:04:40Z,3.71,13958,102,2026-08-16T09:17:07Z,2026-08-16T15:55:39Z,0.29,0.02,TypeScript,6822,6717,0.9846
romkatv/powerlevel10k,54919,2019-02-24T19:09:45Z,7.47,170,33,2026-08-15T09:23:06Z,2026-08-16T15:20:39Z,1.29,0.04,Shell,2620,2492,0.9511
PowerShell/PowerShell,54899,2016-01-13T23:41:35Z,10.59,8460,214,2026-08-15T03:12:08Z,2026-08-16T16:06:02Z,1.55,0.01,C#,13554,12268,0.9051
ngosang/trackerslist,54885,2016-04-24T11:57:57Z,10.31,1,0,2026-08-15T22:09:40Z,2026-08-16T15:46:46Z,0.76,0.02,N/A,539,528,0.9796
TryGhost/Ghost,54785,2013-05-04T11:09:13Z,13.28,18318,998,2026-08-16T16:10:18Z,2026-08-16T16:12:15Z,0.0,0.0,JavaScript,7324,7293,0.9958
jingyaogong/minimind,54745,2024-07-27T04:34:12Z,2.05,12,2,2026-08-06T14:08:38Z,2026-08-16T15:20:08Z,10.09,0.04,Python,634,608,0.959
facebookresearch/segment-anything,54683,2023-03-23T17:03:03Z,3.4,16,0,2024-09-18T17:46:55Z,2026-08-16T15:15:00Z,696.94,0.04,Jupyter Notebook,718,182,0.2535
WerWolv/ImHex,54480,2020-11-10T14:27:00Z,5.76,781,82,2026-08-16T14:28:07Z,2026-08-16T15:17:36Z,0.08,0.04,C++,1639,1289,0.7865
wagoodman/dive,54459,2018-05-13T15:44:01Z,8.26,164,28,2025-12-15T17:20:36Z,2026-08-16T14:08:12Z,243.96,0.09,Go,375,206,0.5493
lencx/ChatGPT,54450,2022-12-07T09:43:02Z,3.69,123,34,2024-08-29T17:58:11Z,2026-08-16T15:04:06Z,716.93,0.05,Rust,1279,372,0.2909
maybe-finance/maybe,54325,2024-01-01T22:23:46Z,2.62,1073,28,2025-07-24T22:20:44Z,2026-08-16T15:40:48Z,387.75,0.03,Ruby,0,0,0.0
psf/requests,54245,2011-02-13T18:38:17Z,15.5,1696,19,2026-08-11T16:14:28Z,2026-08-16T14:57:15Z,5.0,0.06,Python,4172,4025,0.9648
vuejs/core,54188,2018-06-12T13:49:36Z,8.18,4062,293,2026-08-16T01:47:06Z,2026-08-16T14:41:23Z,0.6,0.07,TypeScript,6082,5525,0.9084
ElemeFE/element,54059,2016-09-03T06:19:26Z,9.95,3228,145,2024-08-20T07:40:13Z,2026-08-15T18:12:35Z,726.36,0.92,Vue,17891,15246,0.8522
google/material-design-icons,53771,2014-10-08T18:01:28Z,11.85,50,16,2026-08-14T03:02:13Z,2026-08-16T13:08:54Z,2.55,0.13,N/A,1595,1186,0.7436
mozilla/pdf.js,53737,2011-04-26T06:32:03Z,15.31,9213,88,2026-08-16T14:11:25Z,2026-08-16T14:11:56Z,0.09,0.09,JavaScript,10564,10195,0.9651
odoo/odoo,53737,2014-05-13T15:38:58Z,12.26,6183,0,2026-08-16T16:08:03Z,2026-08-16T15:34:19Z,0.01,0.03,Python,19113,15355,0.8034
necolas/normalize.css,53519,2011-05-04T10:20:25Z,15.29,56,0,2024-06-12T20:36:06Z,2026-08-16T15:26:50Z,794.82,0.04,CSS,518,471,0.9093
JetBrains/kotlin,53373,2012-02-13T17:29:58Z,14.5,3519,300,2026-08-16T14:23:47Z,2026-08-16T13:32:44Z,0.08,0.11,Kotlin,0,0,0.0
freqtrade/freqtrade,53338,2017-05-17T23:48:53Z,9.25,6682,116,2026-08-16T13:18:56Z,2026-08-16T15:56:59Z,0.12,0.01,Python,5653,5628,0.9956
usestrix/strix,53167,2025-08-05T21:28:30Z,1.03,357,26,2026-08-14T20:43:08Z,2026-08-16T16:16:09Z,1.82,0.0,Python,305,186,0.6098
chinese-poetry/chinese-poetry,53141,2016-09-02T03:32:25Z,9.95,138,1,2026-06-17T01:56:08Z,2026-08-16T15:27:08Z,60.6,0.03,JavaScript,217,92,0.424
vsouza/awesome-ios,53077,2014-07-10T16:03:45Z,12.1,2256,0,2026-06-24T14:58:10Z,2026-08-16T14:08:38Z,53.05,0.09,Swift,497,494,0.994
ggml-org/whisper.cpp,52932,2022-09-25T18:26:37Z,3.89,1022,38,2026-08-14T19:16:10Z,2026-08-16T15:56:22Z,1.88,0.01,C++,1963,895,0.4559
dockur/windows,52876,2024-01-14T13:09:40Z,2.59,900,126,2026-08-16T16:15:10Z,2026-08-16T16:08:23Z,0.0,0.01,Shell,1030,1014,0.9845
aaif-goose/goose,52867,2024-08-23T19:03:36Z,1.98,5853,146,2026-08-14T23:11:25Z,2026-08-16T16:11:58Z,1.71,0.0,Rust,2754,2604,0.9455
sickcodes/Docker-OSX,52861,2020-06-04T11:01:37Z,6.2,109,0,2025-11-11T05:23:57Z,2026-08-16T15:55:29Z,278.45,0.02,Shell,686,289,0.4213
lyswhut/lx-music-desktop,52780,2019-08-14T14:31:08Z,7.01,101,113,2026-08-04T16:14:05Z,2026-08-16T16:06:26Z,12.0,0.01,TypeScript,2526,1307,0.5174
microsoft/VibeVoice,52738,2025-08-25T13:24:01Z,0.97,41,0,2026-07-24T09:24:29Z,2026-08-16T15:48:49Z,23.29,0.02,Python,242,118,0.4876
ionic-team/ionic-framework,52620,2013-08-20T23:06:02Z,12.99,6782,948,2026-08-15T21:47:00Z,2026-08-16T16:00:48Z,0.77,0.01,TypeScript,22190,21602,0.9735
agalwood/Motrix,52571,2018-12-18T11:45:05Z,7.66,220,27,2026-08-16T12:21:38Z,2026-08-16T16:14:39Z,0.16,0.0,TypeScript,1368,604,0.4415
jesseduffield/lazydocker,52503,2019-05-18T08:53:50Z,7.25,195,47,2026-04-19T02:51:06Z,2026-08-16T16:01:12Z,119.56,0.01,Go,413,216,0.523
hesreallyhim/awesome-claude-code,52412,2025-04-19T20:55:59Z,1.32,221,0,2026-08-16T15:05:27Z,2026-08-16T16:02:02Z,0.05,0.01,Python,1996,1131,0.5666
lllyasviel/Fooocus,52304,2023-08-09T18:43:40Z,3.02,448,21,2025-12-01T19:17:07Z,2026-08-16T15:49:22Z,257.88,0.02,Python,1668,1421,0.8519
prettier/prettier,52204,2016-11-29T17:13:37Z,9.71,10219,144,2026-08-16T10:47:25Z,2026-08-16T10:48:12Z,0.23,0.23,JavaScript,7324,6155,0.8404
xai-org/grok-1,52140,2024-03-17T08:53:38Z,2.41,5,0,2024-08-30T04:17:25Z,2026-08-16T14:57:28Z,716.5,0.06,Python,0,0,0.0
etcd-io/etcd,52118,2013-07-06T21:57:21Z,13.11,10614,292,2026-08-15T20:50:28Z,2026-08-16T15:25:48Z,0.81,0.04,Go,7244,7130,0.9843
VoltAgent/awesome-openclaw-skills,51981,2026-01-25T09:22:32Z,0.56,148,0,2026-08-13T09:16:42Z,2026-08-16T15:39:07Z,3.29,0.03,N/A,84,84,1.0
bmad-code-org/BMAD-METHOD,51961,2025-04-13T14:54:25Z,1.34,835,39,2026-08-16T15:37:41Z,2026-08-16T16:14:12Z,0.03,0.0,JavaScript,1075,975,0.907
google/guava,51884,2014-05-29T16:23:17Z,12.21,1436,58,2026-08-15T16:49:00Z,2026-08-16T08:14:56Z,0.98,0.33,Java,3667,3050,0.8317
dkhamsing/open-source-ios-apps,51695,2015-01-26T23:32:34Z,11.55,1710,37,2026-08-16T16:15:00Z,2026-08-16T16:15:59Z,0.0,0.0,N/A,357,357,1.0
run-llama/llama_index,51679,2022-11-02T04:24:54Z,3.79,7941,495,2026-08-14T16:10:23Z,2026-08-16T15:04:18Z,2.0,0.05,Python,7246,7074,0.9763
Avik-Jain/100-Days-Of-ML-Code,51648,2018-07-05T09:11:43Z,8.11,6,0,2023-12-29T07:57:53Z,2026-08-16T11:13:40Z,961.35,0.21,N/A,0,0,0.0
expo/expo,51634,2016-08-15T17:14:25Z,10.0,23772,8,2026-08-16T15:33:27Z,2026-08-16T16:12:44Z,0.03,0.0,TypeScript,19251,18964,0.9851
jekyll/jekyll,51630,2008-10-20T06:29:03Z,17.82,3205,112,2026-08-03T17:55:37Z,2026-08-16T15:26:50Z,12.93,0.04,Ruby,4939,4809,0.9737
anthropics/claude-cookbooks,51570,2023-08-15T20:23:51Z,3.0,198,0,2026-08-14T20:50:15Z,2026-08-16T16:01:38Z,1.81,0.01,Jupyter Notebook,213,138,0.6479
dbeaver/dbeaver,51446,2015-10-21T08:26:28Z,10.82,7338,253,2026-08-16T15:42:52Z,2026-08-16T12:29:40Z,0.02,0.16,Java,20496,17270,0.8426
charlax/professional-programming,51408,2015-11-07T05:07:52Z,10.77,44,0,2026-07-15T15:55:09Z,2026-08-16T15:48:46Z,32.02,0.02,Python,33,32,0.9697
DefinitelyTyped/DefinitelyTyped,51371,2012-10-05T16:39:45Z,13.86,53477,1,2026-08-15T15:02:18Z,2026-08-16T16:11:50Z,1.05,0.0,TypeScript,8118,7559,0.9311
poteto/hiring-without-whiteboards,51369,2017-03-15T05:09:01Z,9.42,1335,0,2026-06-06T02:10:59Z,2026-08-16T15:26:50Z,71.59,0.04,JavaScript,0,0,0.0
ethereum/go-ethereum,51285,2013-12-26T13:05:46Z,12.64,9274,232,2026-08-13T23:17:01Z,2026-08-16T05:14:36Z,2.71,0.46,Go,8716,8520,0.9775
justjavac/wechat-miniapp-radar,51184,2016-09-22T20:04:48Z,9.89,313,0,2026-08-07T01:04:58Z,2026-08-16T15:26:50Z,9.63,0.04,TypeScript,35,35,1.0
